wall,t,timeScale,bladeGapFraction,heroHipX,heroHipY,heroHandX,heroHandY,heroTipX,heroTipY,foeHipX,foeHipY,foeHandX,foeHandY,foeTipX,foeTipY,heroShoulderX,heroShoulderY,heroElbowX,heroElbowY,heroHeadX,heroHeadY,heroStandX,foeStandX,heroArmWeight,heroBladeWeight
0.57500,0.57500,1.00000,1.258267,3.68099,0.94638,3.52641,1.31461,3.67972,0.57637,6.20000,0.96460,6.21925,0.85638,5.79144,0.23551,3.88217,1.35691,3.64803,1.54433,3.78425,1.57630,3.68099,6.20000,0.84772,0.00000
0.58333,0.58333,1.00000,1.234509,3.69634,0.94616,3.55081,1.31648,3.72191,0.58215,6.20000,0.96458,6.21957,0.85645,5.79177,0.23559,3.89750,1.35737,3.66684,1.54907,3.79875,1.57623,3.69634,6.20000,0.84458,0.00000
0.59167,0.59167,1.00000,1.212178,3.71213,0.94594,3.57376,1.31718,3.76060,0.58669,6.20000,0.96455,6.21950,0.85642,5.79122,0.23588,3.91313,1.35778,3.68477,1.55220,3.81368,1.57615,3.71213,6.20000,0.84023,0.00000
0.60000,0.60000,1.00000,1.192104,3.72833,0.94571,3.59551,1.31641,3.79660,0.58972,6.20000,0.96452,6.22008,0.85652,5.79204,0.23581,3.92936,1.35809,3.70190,1.55357,3.82933,1.57603,3.72833,6.20000,0.83472,0.00000
0.60833,0.60833,1.00000,1.172935,3.74493,0.94548,3.61587,1.31431,3.83086,0.59161,6.20000,0.96450,6.22063,0.85654,5.79283,0.23567,3.94568,1.35860,3.71769,1.55346,3.84489,1.57598,3.74493,6.20000,0.82815,0.00000
0.61667,0.61667,1.00000,1.154750,3.76190,0.94525,3.63504,1.31081,3.86275,0.59202,6.20000,0.96447,6.22103,0.85659,5.79322,0.23572,3.96240,1.35897,3.73263,1.55172,3.86100,1.57589,3.76190,6.20000,0.82060,0.00000
0.62500,0.62500,1.00000,1.137174,3.77921,0.94501,3.65346,1.30584,3.89381,0.59117,6.20000,0.96444,6.22161,0.85669,5.79404,0.23566,3.97955,1.35932,3.74678,1.54843,3.87757,1.57578,3.77921,6.20000,0.81212,0.00000
0.63333,0.63333,1.00000,1.120360,3.79685,0.94477,3.67045,1.29909,3.92311,0.58868,6.20000,0.96441,6.22203,0.85673,5.79470,0.23554,3.99678,1.35973,3.75958,1.54326,3.89422,1.57571,3.79685,6.20000,0.80281,0.00000
0.64167,0.64167,1.00000,1.103887,3.81478,0.94453,3.68663,1.29061,3.95097,0.58447,6.20000,0.96438,6.22246,0.85678,5.79489,0.23575,4.01443,1.36006,3.77171,1.53622,3.91135,1.57561,3.81478,6.20000,0.79272,0.00000
0.65000,0.65000,1.00000,1.088012,3.83298,0.94429,3.70213,1.28031,3.97808,0.57862,6.20000,0.96434,6.22296,0.85683,5.79562,0.23563,4.03232,1.36036,3.78315,1.52728,3.92875,1.57550,3.83298,6.20000,0.78193,0.00000
0.65833,0.65833,1.00000,1.071932,3.85142,0.94404,3.71724,1.26827,4.00499,0.57134,6.20000,0.96431,6.22329,0.85686,5.79607,0.23558,4.05031,1.36071,3.79408,1.51658,3.94627,1.57541,3.85142,6.20000,0.77050,0.00000
0.66667,0.66667,1.00000,1.055347,3.87008,0.94380,3.73235,1.25436,4.03236,0.56261,6.20000,0.96428,6.22375,0.85692,5.79642,0.23572,4.06843,1.36098,3.80480,1.50398,3.96399,1.57532,3.87008,6.20000,0.75851,0.00000
0.67500,0.67500,1.00000,1.038567,3.88893,0.94355,3.74769,1.23865,4.05985,0.55230,6.20000,0.96425,6.22414,0.85696,5.79681,0.23577,4.08679,1.36117,3.81573,1.48951,3.98209,1.57519,3.88893,6.20000,0.74600,0.00000
