t,standX,hipX,hipY,headX,headY,shX,shY,elX,elY,handX,handY,tipX,tipY
6.42752,0.065580,0.065580,0.944035,0.053715,1.583360,0.182185,1.380493,0.272024,1.666659,0.316142,1.922832,-0.059245,2.576749
6.44419,0.059260,0.059260,0.944994,0.050193,1.584335,0.177307,1.380961,0.266926,1.667195,0.310946,1.923384,-0.064692,2.577157
6.46086,0.053190,0.053190,0.945960,0.047458,1.585301,0.172991,1.381294,0.262829,1.667458,0.307144,1.923597,-0.067741,2.577801
6.47752,0.047410,0.047410,0.946931,0.045112,1.586246,0.168917,1.381562,0.259084,1.667622,0.303792,1.923692,-0.070089,2.578471
6.49419,0.041953,0.041953,0.947903,0.043097,1.587170,0.165236,1.381835,0.255623,1.667825,0.300624,1.923842,-0.072503,2.579051
6.51086,0.036848,0.036848,0.948874,0.041723,1.588062,0.162023,1.381989,0.253067,1.667769,0.298756,1.923664,-0.072611,2.579872
6.52752,0.032115,0.032115,0.949841,0.041067,1.588911,0.159323,1.382035,0.251134,1.667569,0.297510,1.923340,-0.072094,2.580542
6.54419,0.027770,0.027770,0.950802,0.040561,1.589730,0.156900,1.382115,0.249478,1.667401,0.296638,1.923028,-0.070948,2.581361
6.56086,0.023822,0.023822,0.951754,0.040633,1.590498,0.154960,1.382111,0.248521,1.667076,0.296563,1.922538,-0.068747,2.582135
6.57752,0.020273,0.020273,0.952694,0.040859,1.591228,0.153261,1.382142,0.247696,1.666817,0.296620,1.922111,-0.066412,2.582966
6.59419,0.017120,0.017120,0.953619,0.041670,1.591907,0.152116,1.382095,0.247641,1.666405,0.297544,1.921509,-0.062951,2.583751
6.61086,0.014352,0.014352,0.954527,0.043046,1.592522,0.151451,1.381960,0.248175,1.665864,0.299153,1.920755,-0.058544,2.584511
6.62752,0.011951,0.011951,0.955416,0.044306,1.593114,0.150854,1.381951,0.248557,1.665519,0.300415,1.920231,-0.054989,2.585218
6.64419,0.009893,0.009893,0.956282,0.046036,1.593642,0.150696,1.381850,0.249487,1.665040,0.302321,1.919551,-0.050530,2.585896
6.66086,0.008147,0.008147,0.957123,0.047968,1.594124,0.150806,1.381752,0.250790,1.664523,0.304697,1.918808,-0.045339,2.586636
6.67752,0.006680,0.006680,0.957936,0.049665,1.594592,0.150989,1.381776,0.251731,1.664276,0.306321,1.918415,-0.041921,2.587180
6.69419,0.005456,0.005456,0.958719,0.051945,1.594970,0.151537,1.381650,0.253362,1.663761,0.308828,1.917709,-0.037103,2.587672
6.71086,0.004440,0.004440,0.959469,0.053944,1.595366,0.152235,1.381695,0.254925,1.663491,0.311171,1.917267,-0.032703,2.588289
6.72752,0.003603,0.003603,0.960183,0.056339,1.595658,0.153097,1.381569,0.256759,1.663008,0.313880,1.916588,-0.027675,2.588792
6.74419,0.002915,0.002915,0.960858,0.058355,1.595959,0.153893,1.381573,0.258310,1.662733,0.316112,1.916158,-0.023637,2.589277
6.76086,0.002353,0.002353,0.961492,0.060260,1.596237,0.154699,1.381584,0.259870,1.662461,0.318352,1.915730,-0.019588,2.589758
6.77752,0.001895,0.001895,0.962083,0.062054,1.596485,0.155558,1.381642,0.261268,1.662317,0.320235,1.915472,-0.016412,2.590147
6.79419,0.001523,0.001523,0.962627,0.063834,1.596696,0.156387,1.381631,0.262742,1.662061,0.322292,1.915080,-0.012801,2.590528
6.81086,0.001221,0.001221,0.963122,0.065471,1.596878,0.157224,1.381658,0.264117,1.661883,0.324055,1.914809,-0.010001,2.590771
6.82752,0.000978,0.000978,0.963565,0.067203,1.597011,0.158127,1.381596,0.265557,1.661615,0.325980,1.914425,-0.006779,2.591026
6.84419,0.000782,0.000782,0.963954,0.068451,1.597152,0.158792,1.381650,0.266545,1.661545,0.327258,1.914285,-0.004722,2.591268
6.86086,0.000624,0.000624,0.964286,0.069532,1.597270,0.159345,1.381673,0.267419,1.661443,0.328424,1.914113,-0.002777,2.591477
